"Institution ID","Institution","Game Date","Opponent ID","Opponent Name","Score For","Score Against","Location"
"731","Utah St.","11/05/11","277","Hawaii","35","31","Away"
"731","Utah St.","11/12/11","630","San Jose St.","34","33","Home"
"731","Utah St.","11/19/11","295","Idaho","49","42","Away"
"731","Utah St.","11/26/11","466","Nevada","21","17","Home"
"731","Utah St.","12/03/11","472","New Mexico St.","","","Away"
"732","Utah","09/01/11","440","Montana St.","27","10","Home"
"732","Utah","09/10/11","657","Southern California","14","23","Away"
"732","Utah","09/17/11","77","BYU","54","10","Away"
"732","Utah","10/01/11","756","Washington","14","31","Home"
"732","Utah","10/08/11","28","Arizona St.","14","35","Home"
"732","Utah","10/15/11","545","Pittsburgh","26","14","Away"
"732","Utah","10/22/11","107","California","10","34","Away"
"732","Utah","10/29/11","528","Oregon St.","27","8","Home"
"732","Utah","11/05/11","29","Arizona","34","21","Away"
"732","Utah","11/12/11","110","UCLA","31","6","Home"
"732","Utah","11/19/11","754","Washington St.","30","27","Away"
"732","Utah","11/25/11","157","Colorado","14","17","Home"
"736","Vanderbilt","09/03/11","1068","Elon","45","14","Home"
"736","Vanderbilt","09/10/11","164","Connecticut","24","21","Home"
"736","Vanderbilt","09/17/11","433","Ole Miss","30","7","Home"
"736","Vanderbilt","09/24/11","648","South Carolina","3","21","Away"
"736","Vanderbilt","10/08/11","8","Alabama","0","34","Away"
"736","Vanderbilt","10/15/11","257","Georgia","28","33","Home"
"736","Vanderbilt","10/22/11","725","Army","44","21","Home"
"736","Vanderbilt","10/29/11","31","Arkansas","28","31","Home"
"736","Vanderbilt","11/05/11","235","Florida","21","26","Away"
"736","Vanderbilt","11/12/11","334","Kentucky","38","8","Home"
"736","Vanderbilt","11/19/11","694","Tennessee","21","27","Away"
"736","Vanderbilt","11/26/11","749","Wake Forest","41","7","Away"
"742","Virginia Tech","09/03/11","27","Appalachian St.","66","13","Home"
"742","Virginia Tech","09/10/11","196","East Carolina","17","10","Away"
"742","Virginia Tech","09/17/11","30","Arkansas St.","26","7","Home"
"742","Virginia Tech","09/24/11","388","Marshall","30","10","Away"
"742","Virginia Tech","10/01/11","147","Clemson","3","23","Home"
"742","Virginia Tech","10/08/11","415","Miami (FL)","38","35","Home"
"742","Virginia Tech","10/15/11","749","Wake Forest","38","17","Away"
"742","Virginia Tech","10/22/11","67","Boston College","30","14","Home"
"742","Virginia Tech","10/29/11","193","Duke","14","10","Away"
"742","Virginia Tech","11/10/11","255","Georgia Tech","37","26","Away"
"742","Virginia Tech","11/17/11","457","North Carolina","24","21","Home"
"742","Virginia Tech","11/26/11","746","Virginia","38","0","Away"
"746","Virginia","09/03/11","786","William & Mary","40","3","Home"
"746","Virginia","09/10/11","306","Indiana","34","31","Away"
"746","Virginia","09/17/11","457","North Carolina","17","28","Away"
"746","Virginia","09/24/11","664","Southern Miss.","24","30","Home"
"746","Virginia","10/01/11","295","Idaho","21","20","Home"
"746","Virginia","10/15/11","255","Georgia Tech","24","21","Home"
"746","Virginia","10/22/11","490","North Carolina St.","14","28","Home"
"746","Virginia","10/27/11","415","Miami (FL)","28","21","Away"
"746","Virginia","11/05/11","392","Maryland","31","13","Away"
"746","Virginia","11/12/11","193","Duke","31","21","Home"
"746","Virginia","11/19/11","234","Florida St.","14","13","Away"
"746","Virginia","11/26/11","742","Virginia Tech","0","38","Home"
"749","Wake Forest","09/01/11","688","Syracuse","29","36","Away"
"749","Wake Forest","09/10/11","490","North Carolina St.","34","27","Home"
"749","Wake Forest","09/17/11","1092","Gardner-Webb","48","5","Home"
"749","Wake Forest","10/01/11","67","Boston College","27","19","Away"
"749","Wake Forest","10/08/11","234","Florida St.","35","30","Home"
"749","Wake Forest","10/15/11","742","Virginia Tech","17","38","Home"
"749","Wake Forest","10/22/11","193","Duke","24","23","Away"
"749","Wake Forest","10/29/11","457","North Carolina","24","49","Away"
"749","Wake Forest","11/05/11","513","Notre Dame","17","24","Home"
"749","Wake Forest","11/12/11","147","Clemson","28","31","Away"
"749","Wake Forest","11/19/11","392","Maryland","31","10","Home"
"749","Wake Forest","11/26/11","736","Vanderbilt","7","41","Home"
"754","Washington St.","09/03/11","294","Idaho St.","64","21","Home"
"754","Washington St.","09/10/11","465","UNLV","59","7","Home"
"754","Washington St.","09/17/11","626","San Diego St.","24","42","Away"
"754","Washington St.","10/01/11","157","Colorado","31","27","Away"
"754","Washington St.","10/08/11","110","UCLA","25","28","Away"
"754","Washington St.","10/15/11","674","Stanford","14","44","Home"
"754","Washington St.","10/22/11","528","Oregon St.","21","44","Home"
"754","Washington St.","10/29/11","529","Oregon","28","43","Away"
"754","Washington St.","11/05/11","107","California","7","30","Away"
"754","Washington St.","11/12/11","28","Arizona St.","37","27","Home"
"754","Washington St.","11/19/11","732","Utah","27","30","Home"
"754","Washington St.","11/26/11","756","Washington","21","38","Away"
"756","Washington","09/03/11","207","Eastern Wash.","30","27","Home"
"756","Washington","09/10/11","277","Hawaii","40","32","Home"
"756","Washington","09/17/11","463","Nebraska","38","51","Away"
"756","Washington","09/24/11","107","California","31","23","Home"
"756","Washington","10/01/11","732","Utah","31","14","Away"
"756","Washington","10/15/11","157","Colorado","52","24","Home"
"756","Washington","10/22/11","674","Stanford","21","65","Away"
"756","Washington","10/29/11","29","Arizona","42","31","Home"
"756","Washington","11/05/11","529","Oregon","17","34","Home"
"756","Washington","11/12/11","657","Southern California","17","40","Away"
"756","Washington","11/19/11","528","Oregon St.","21","38","Away"
"756","Washington","11/26/11","754","Washington St.","38","21","Home"
"768","West Virginia","09/04/11","388","Marshall","34","13","Home"
"768","West Virginia","09/10/11","485","Norfolk St.","55","12","Home"
"768","West Virginia","09/17/11","392","Maryland","37","31","Away"
"768","West Virginia","09/24/11","365","LSU","21","47","Home"
"768","West Virginia","10/01/11","71","Bowling Green","55","10","Home"
"768","West Virginia","10/08/11","164","Connecticut","43","16","Home"
"768","West Virginia","10/21/11","688","Syracuse","23","49","Away"
"768","West Virginia","10/29/11","587","Rutgers","41","31","Away"
"768","West Virginia","11/05/11","367","Louisville","35","38","Home"
"768","West Virginia","11/12/11","140","Cincinnati","24","21","Away"
"768","West Virginia","11/25/11","545","Pittsburgh","21","20","Home"
"768","West Virginia","12/01/11","651","South Fla.","","","Away"
"772","Western Ky.","09/01/11","334","Kentucky","3","14","Neutral Site"
"772","Western Ky.","09/10/11","726","Navy","14","40","Home"
"772","Western Ky.","09/17/11","305","Indiana St.","16","44","Home"
"772","Western Ky.","10/01/11","30","Arkansas St.","22","26","Home"
"772","Western Ky.","10/06/11","419","Middle Tenn.","36","33","Away"
"772","Western Ky.","10/15/11","229","Fla. Atlantic","20","0","Away"
"772","Western Ky.","10/22/11","671","La.-Lafayette","42","23","Home"
"772","Western Ky.","10/29/11","498","La.-Monroe","31","28","Away"
"772","Western Ky.","11/05/11","231","FIU","10","9","Home"
"772","Western Ky.","11/12/11","365","LSU","9","42","Away"
"772","Western Ky.","11/19/11","497","North Texas","31","21","Away"
"772","Western Ky.","11/26/11","716","Troy","41","18","Home"
"774","Western Mich.","09/03/11","418","Michigan","10","34","Away"
"774","Western Mich.","09/10/11","483","Nicholls St.","38","7","Home"
"774","Western Mich.","09/17/11","129","Central Mich.","44","14","Home"
"774","Western Mich.","09/24/11","301","Illinois","20","23","Away"
"774","Western Mich.","10/01/11","164","Connecticut","38","31","Away"
"774","Western Mich.","10/08/11","71","Bowling Green","45","21","Home"
"774","Western Mich.","10/15/11","503","Northern Ill.","22","51","Away"
"774","Western Mich.","10/22/11","204","Eastern Mich.","10","14","Away"
"774","Western Mich.","10/29/11","47","Ball St.","45","35","Home"
"774","Western Mich.","11/08/11","709","Toledo","63","66","Away"
"774","Western Mich.","11/16/11","414","Miami (OH)","24","21","Away"
"774","Western Mich.","11/25/11","5","Akron","68","19","Home"
"796","Wisconsin","09/01/11","465","UNLV","51","17","Home"
"796","Wisconsin","09/10/11","528","Oregon St.","35","0","Home"
"796","Wisconsin","09/17/11","503","Northern Ill.","49","7","Neutral Site"
"796","Wisconsin","09/24/11","650","South Dakota","59","10","Home"
"796","Wisconsin","10/01/11","463","Nebraska","48","17","Home"
"796","Wisconsin","10/15/11","306","Indiana","59","7","Home"
"796","Wisconsin","10/22/11","416","Michigan St.","31","37","Away"
"796","Wisconsin","10/29/11","518","Ohio St.","29","33","Away"
"796","Wisconsin","11/05/11","559","Purdue","62","17","Home"
"796","Wisconsin","11/12/11","428","Minnesota","42","13","Away"
"796","Wisconsin","11/19/11","301","Illinois","28","17","Away"
"796","Wisconsin","11/26/11","539","Penn St.","45","7","Home"
"811","Wyoming","09/03/11","758","Weber St.","35","32","Home"
"811","Wyoming","09/10/11","670","Texas St.","45","10","Home"
"811","Wyoming","09/17/11","71","Bowling Green","28","27","Away"
"811","Wyoming","09/24/11","463","Nebraska","14","38","Home"
"811","Wyoming","10/08/11","731","Utah St.","19","63","Away"
"811","Wyoming","10/15/11","465","UNLV","41","14","Home"
"811","Wyoming","10/29/11","626","San Diego St.","30","27","Away"
"811","Wyoming","11/05/11","698","TCU","20","31","Home"
"811","Wyoming","11/12/11","721","Air Force","25","17","Away"
"811","Wyoming","11/19/11","473","New Mexico","31","10","Home"
"811","Wyoming","11/26/11","66","Boise St.","14","36","Away"
"811","Wyoming","12/03/11","156","Colorado St.","","","Away"
